timestamp,date,hour,day_of_week,station_id,station_name,line,zone,co2_ppm,pm25_ug_m3,noise_db,humidity_pct,temperature_c,weather,passenger_count,is_holiday,special_event,pollution_index
2025-01-01T01:00:00,2025-01-01,1,2,6,Stade Ouest,L3,ouest,350,18.0,52.0,34.3,9.7,sunny,3,1,,9.2
2025-01-01T01:15:00,2025-01-01,1,2,1,Central Gare,L1,centre,475.6,10.2,51.9,48.2,7.8,sunny,10,1,,11.2
2025-01-01T01:15:00,2025-01-01,1,2,2,Université,L1,centre,461.3,12.3,50.4,30.1,13.5,sunny,9,1,,10.6
2025-01-01T01:15:00,2025-01-01,1,2,3,Hôpital Nord,L2,nord,414.3,15.8,49.2,62.9,9.0,sunny,8,1,,9.6
2025-01-01T01:15:00,2025-01-01,1,2,4,Zone Industrielle,L2,est,437.1,2.2,56.5,42.7,9.1,sunny,6,1,,10.5
2025-01-01T01:15:00,2025-01-01,1,2,5,Parc Sud,L3,sud,437.7,31.0,47.7,36.9,12.5,sunny,4,1,,11.7
2025-01-01T01:15:00,2025-01-01,1,2,6,Stade Ouest,L3,ouest,452.2,20.6,49.5,48.8,7.9,sunny,3,1,,11.2
2025-01-01T01:30:00,2025-01-01,1,2,1,Central Gare,L1,centre,409.6,14.5,49.3,46.8,5.3,cloudy,9,1,,9.3
2025-01-01T01:30:00,2025-01-01,1,2,2,Université,L1,centre,484.5,11.1,48.8,59.2,5.8,cloudy,10,1,,10.5
2025-01-01T01:30:00,2025-01-01,1,2,3,Hôpital Nord,L2,nord,484.2,8.7,48.4,55.3,8.9,cloudy,7,1,,10.1
2025-01-01T01:30:00,2025-01-01,1,2,4,Zone Industrielle,L2,est,416.7,11.6,48.2,60.0,4.8,cloudy,5,1,,8.8
2025-01-01T01:30:00,2025-01-01,1,2,5,Parc Sud,L3,sud,457.7,12.3,49.1,52.8,7.8,cloudy,3,1,,10.1
2025-01-01T01:30:00,2025-01-01,1,2,6,Stade Ouest,L3,ouest,421.1,13.0,52.4,58.1,7.9,cloudy,1,1,,10.3
2025-01-01T01:45:00,2025-01-01,1,2,1,Central Gare,L1,centre,455.1,15.2,46.9,76.8,0.2,storm,12,1,,9.8
2025-01-01T01:45:00,2025-01-01,1,2,2,Université,L1,centre,423.4,12.7,48.1,79.4,-0.8,storm,5,1,,9.0
2025-01-01T01:45:00,2025-01-01,1,2,3,Hôpital Nord,L2,nord,440.8,15.6,52.7,82.6,-1.0,storm,4,1,,11.3
2025-01-01T01:45:00,2025-01-01,1,2,4,Zone Industrielle,L2,est,402.6,8.9,48.7,78.9,5.7,storm,6,1,,8.2
2025-01-01T01:45:00,2025-01-01,1,2,5,Parc Sud,L3,sud,408.5,7.7,51.3,82.0,3.3,storm,2,1,,9.0
2025-01-01T01:45:00,2025-01-01,1,2,6,Stade Ouest,L3,ouest,406.8,11.0,46.8,75.9,3.1,storm,7,1,,8.0
2025-01-01T02:00:00,2025-01-01,2,2,1,Central Gare,L1,centre,377.0,3.7,49.2,67.9,6.0,cloudy,10,1,,7.1
2025-01-01T02:00:00,2025-01-01,2,2,2,Université,L1,centre,456.7,19.8,47.5,59.8,5.4,cloudy,8,1,,10.6
2025-01-01T02:00:00,2025-01-01,2,2,3,Hôpital Nord,L2,nord,459.9,19.5,53.7,56.5,2.7,cloudy,7,1,,12.6
2025-01-01T02:00:00,2025-01-01,2,2,4,Zone Industrielle,L2,est,416.1,21.7,48.1,51.6,4.6,cloudy,8,1,,10.1
2025-01-01T02:00:00,2025-01-01,2,2,5,Parc Sud,L3,sud,422.9,12.1,47.8,56.3,5.5,cloudy,6,1,,8.9
2025-01-01T02:00:00,2025-01-01,2,2,6,Stade Ouest,L3,ouest,375.5,11.6,55.8,64.6,4.5,cloudy,7,1,,10.1
2025-01-01T02:15:00,2025-01-01,2,2,1,Central Gare,L1,centre,510.6,9.7,51.6,47.5,6.2,sunny,12,1,,11.8
2025-01-01T02:15:00,2025-01-01,2,2,2,Université,L1,centre,437.4,8.8,56.0,50.2,7.6,sunny,9,1,,11.3
2025-01-01T02:15:00,2025-01-01,2,2,3,Hôpital Nord,L2,nord,397.6,20.5,50.0,39.9,8.7,sunny,6,1,,10.1
2025-01-01T02:15:00,2025-01-01,2,2,4,Zone Industrielle,L2,est,425.9,18.0,50.0,49.9,8.6,sunny,7,1,,10.4
2025-01-01T02:15:00,2025-01-01,2,2,5,Parc Sud,L3,sud,393.1,8.5,48.2,44.1,10.3,sunny,5,1,,7.8
2025-01-01T02:15:00,2025-01-01,2,2,6,Stade Ouest,L3,ouest,488.8,26.1,50.4,44.6,10.7,sunny,4,1,,13.1
2025-01-01T02:30:00,2025-01-01,2,2,1,Central Gare,L1,centre,398.6,19.3,52.5,51.4,2.8,cloudy,8,1,,10.7
2025-01-01T02:30:00,2025-01-01,2,2,2,Université,L1,centre,379.9,11.3,53.1,62.4,7.5,cloudy,8,1,,9.3
2025-01-01T02:30:00,2025-01-01,2,2,3,Hôpital Nord,L2,nord,446.0,2,53.7,53.8,7.1,cloudy,4,1,,9.9
2025-01-01T02:30:00,2025-01-01,2,2,4,Zone Industrielle,L2,est,405.0,12.3,50.4,49.9,2.1,cloudy,5,1,,9.2
2025-01-01T02:30:00,2025-01-01,2,2,5,Parc Sud,L3,sud,397.9,7.0,51.0,44.8,8.1,cloudy,4,1,,8.6
2025-01-01T02:30:00,2025-01-01,2,2,6,Stade Ouest,L3,ouest,386.0,13.4,51.5,66.6,8.2,cloudy,5,1,,9.3
2025-01-01T02:45:00,2025-01-01,2,2,1,Central Gare,L1,centre,371.4,11.0,48.7,60.6,4.7,cloudy,8,1,,7.7
2025-01-01T02:45:00,2025-01-01,2,2,2,Université,L1,centre,478.9,13.9,49.8,55.3,6.4,cloudy,9,1,,11.1
2025-01-01T02:45:00,2025-01-01,2,2,3,Hôpital Nord,L2,nord,484.0,8.6,50.4,59.2,7.4,cloudy,4,1,,10.7
2025-01-01T02:45:00,2025-01-01,2,2,4,Zone Industrielle,L2,est,361.9,16.7,52.5,55.1,5.8,cloudy,7,1,,9.4
2025-01-01T02:45:00,2025-01-01,2,2,5,Parc Sud,L3,sud,426.1,12.4,56.2,52.4,10.5,cloudy,5,1,,11.6
2025-01-01T02:45:00,2025-01-01,2,2,6,Stade Ouest,L3,ouest,350,2.1,46.1,43.2,7.0,cloudy,3,1,,5.2
2025-01-01T03:00:00,2025-01-01,3,2,1,Central Gare,L1,centre,428.2,2.1,48.7,54.9,1.9,rain,7,1,,7.9
2025-01-01T03:00:00,2025-01-01,3,2,2,Université,L1,centre,463.6,6.5,46.8,69.7,1.7,rain,9,1,,8.8
2025-01-01T03:00:00,2025-01-01,3,2,3,Hôpital Nord,L2,nord,441.9,10.3,52.6,69.5,3.6,rain,4,1,,10.6
2025-01-01T03:00:00,2025-01-01,3,2,4,Zone Industrielle,L2,est,451.2,8.8,46.1,73.7,6.3,rain,6,1,,8.6
2025-01-01T03:00:00,2025-01-01,3,2,5,Parc Sud,L3,sud,416.5,12.4,53.4,62.0,4.8,rain,5,1,,10.5
2025-01-01T03:00:00,2025-01-01,3,2,6,Stade Ouest,L3,ouest,354.7,11.7,47.6,64.7,2.5,rain,6,1,,7.1
2025-01-01T03:15:00,2025-01-01,3,2,1,Central Gare,L1,centre,351.6,5.8,53.0,57.0,11.7,sunny,7,1,,7.9
2025-01-01T03:15:00,2025-01-01,3,2,2,Université,L1,centre,458.2,12.6,50.8,46.0,8.2,sunny,7,1,,10.7
2025-01-01T03:15:00,2025-01-01,3,2,3,Hôpital Nord,L2,nord,441.1,10.8,50.7,41.0,11.6,sunny,5,1,,10.0
2025-01-01T03:15:00,2025-01-01,3,2,4,Zone Industrielle,L2,est,460.9,21.5,51.2,36.9,8.7,sunny,6,1,,12.1
2025-01-01T03:15:00,2025-01-01,3,2,5,Parc Sud,L3,sud,439.6,14.8,53.0,52.4,10.7,sunny,5,1,,11.2
2025-01-01T03:15:00,2025-01-01,3,2,6,Stade Ouest,L3,ouest,352.0,13.6,51.6,45.2,7.1,sunny,5,1,,8.5
2025-01-01T03:30:00,2025-01-01,3,2,1,Central Gare,L1,centre,468.4,14.8,45.8,38.2,6.9,sunny,1,1,,9.7
2025-01-01T03:30:00,2025-01-01,3,2,2,Université,L1,centre,441.2,15.6,52.0,45.5,4.1,sunny,9,1,,11.1
2025-01-01T03:30:00,2025-01-01,3,2,3,Hôpital Nord,L2,nord,488.3,14.0,48.6,47.5,6.7,sunny,5,1,,10.9
2025-01-01T03:30:00,2025-01-01,3,2,4,Zone Industrielle,L2,est,476.3,16.2,50.1,56.1,6.9,sunny,5,1,,11.4
2025-01-01T03:30:00,2025-01-01,3,2,5,Parc Sud,L3,sud,350,6.7,53.3,36.1,9.3,sunny,5,1,,8.1
2025-01-01T03:30:00,2025-01-01,3,2,6,Stade Ouest,L3,ouest,415.7,15.2,44.7,42.4,10.4,sunny,6,1,,8.1
2025-01-01T03:45:00,2025-01-01,3,2,1,Central Gare,L1,centre,403.3,8.7,52.3,56.5,10.0,cloudy,13,1,,9.3
2025-01-01T03:45:00,2025-01-01,3,2,2,Université,L1,centre,370.2,22.6,55.3,63.7,5.9,cloudy,7,1,,11.3
2025-01-01T03:45:00,2025-01-01,3,2,3,Hôpital Nord,L2,nord,384.8,11.0,42.6,52.7,3.2,cloudy,4,1,,6.2
2025-01-01T03:45:00,2025-01-01,3,2,4,Zone Industrielle,L2,est,418.1,5.0,52.4,46.1,9.6,cloudy,6,1,,9.2
2025-01-01T03:45:00,2025-01-01,3,2,5,Parc Sud,L3,sud,411.1,15.1,48.8,56.7,9.9,cloudy,4,1,,9.3
2025-01-01T03:45:00,2025-01-01,3,2,6,Stade Ouest,L3,ouest,431.2,14.1,48.7,53.6,6.6,cloudy,3,1,,9.6
2025-01-01T04:00:00,2025-01-01,4,2,1,Central Gare,L1,centre,392.5,14.0,51.2,54.1,7.3,sunny,10,1,,9.4
2025-01-01T04:00:00,2025-01-01,4,2,2,Université,L1,centre,389.5,14.5,46.2,43.3,8.7,sunny,10,1,,7.9
2025-01-01T04:00:00,2025-01-01,4,2,3,Hôpital Nord,L2,nord,410.5,15.1,54.9,45.9,7.2,sunny,5,1,,11.2
2025-01-01T04:00:00,2025-01-01,4,2,4,Zone Industrielle,L2,est,437.2,5.6,52.7,35.3,11.5,sunny,6,1,,9.9
2025-01-01T04:00:00,2025-01-01,4,2,5,Parc Sud,L3,sud,456.2,16.2,51.7,44.2,11.7,sunny,4,1,,11.4
2025-01-01T04:00:00,2025-01-01,4,2,6,Stade Ouest,L3,ouest,403.5,15.1,53.9,45.4,10.7,sunny,6,1,,10.6
2025-01-01T04:15:00,2025-01-01,4,2,1,Central Gare,L1,centre,454.5,14.1,52.9,54.2,5.6,cloudy,11,1,,11.5
2025-01-01T04:15:00,2025-01-01,4,2,2,Université,L1,centre,426.7,19.0,50.1,48.7,6.3,cloudy,9,1,,10.6
2025-01-01T04:15:00,2025-01-01,4,2,3,Hôpital Nord,L2,nord,393.3,17.0,47.6,61.3,5.0,cloudy,5,1,,8.7
2025-01-01T04:15:00,2025-01-01,4,2,4,Zone Industrielle,L2,est,439.4,17.7,49.2,56.0,6.4,cloudy,5,1,,10.4
2025-01-01T04:15:00,2025-01-01,4,2,5,Parc Sud,L3,sud,452.8,15.1,51.0,65.1,4.2,cloudy,5,1,,11.0
2025-01-01T04:15:00,2025-01-01,4,2,6,Stade Ouest,L3,ouest,425.2,12.9,46.2,59.0,5.3,cloudy,4,1,,8.5
2025-01-01T04:30:00,2025-01-01,4,2,1,Central Gare,L1,centre,446.7,20.2,43.7,61.8,6.4,rain,9,1,,9.3
2025-01-01T04:30:00,2025-01-01,4,2,2,Université,L1,centre,390.3,14.3,50.0,59.9,6.6,rain,8,1,,9.0
2025-01-01T04:30:00,2025-01-01,4,2,3,Hôpital Nord,L2,nord,449.6,11.5,50.6,72.7,6.9,rain,6,1,,10.3
2025-01-01T04:30:00,2025-01-01,4,2,4,Zone Industrielle,L2,est,455.6,9.3,45.9,68.5,4.8,rain,5,1,,8.7
2025-01-01T04:30:00,2025-01-01,4,2,5,Parc Sud,L3,sud,392.1,6.3,47.1,82.5,4.9,rain,3,1,,7.1
2025-01-01T04:30:00,2025-01-01,4,2,6,Stade Ouest,L3,ouest,413.0,18.3,47.4,58.9,3.1,rain,6,1,,9.3
2025-01-01T04:45:00,2025-01-01,4,2,1,Central Gare,L1,centre,383.1,13.4,52.3,44.9,10.5,sunny,10,1,,9.5
2025-01-01T04:45:00,2025-01-01,4,2,2,Université,L1,centre,415.4,11.7,50.7,53.8,6.1,sunny,8,1,,9.5
2025-01-01T04:45:00,2025-01-01,4,2,3,Hôpital Nord,L2,nord,457.8,25.6,54.7,42.3,9.5,sunny,7,1,,13.6
2025-01-01T04:45:00,2025-01-01,4,2,4,Zone Industrielle,L2,est,384.1,11.9,48.5,75.0,6.8,sunny,8,1,,8.1
2025-01-01T04:45:00,2025-01-01,4,2,5,Parc Sud,L3,sud,439.7,16.7,49.5,33.6,9.8,sunny,6,1,,10.4
2025-01-01T04:45:00,2025-01-01,4,2,6,Stade Ouest,L3,ouest,426.9,10.7,52.5,41.5,7.5,sunny,4,1,,10.2
2025-01-01T05:00:00,2025-01-01,5,2,1,Central Gare,L1,centre,404.1,21.4,48.9,52.7,4.6,cloudy,10,1,,10.0
2025-01-01T05:00:00,2025-01-01,5,2,2,Université,L1,centre,463.0,17.6,50.0,52.2,5.3,cloudy,7,1,,11.2
2025-01-01T05:00:00,2025-01-01,5,2,3,Hôpital Nord,L2,nord,381.2,9.4,51.2,49.5,5.5,cloudy,2,1,,8.5
2025-01-01T05:00:00,2025-01-01,5,2,4,Zone Industrielle,L2,est,379.6,14.2,54.0,45.5,8.6,cloudy,5,1,,10.0
2025-01-01T05:00:00,2025-01-01,5,2,5,Parc Sud,L3,sud,408.2,19.2,49.7,53.7,5.1,cloudy,5,1,,10.0
2025-01-01T05:00:00,2025-01-01,5,2,6,Stade Ouest,L3,ouest,411.6,25.4,55.6,45.4,7.2,cloudy,5,1,,12.7
2025-01-01T05:15:00,2025-01-01,5,2,1,Central Gare,L1,centre,391.1,10.3,47.1,84.6,3.2,storm,8,1,,7.6
2025-01-01T05:15:00,2025-01-01,5,2,2,Université,L1,centre,429.8,7.2,49.8,85.9,6.8,storm,9,1,,9.0
2025-01-01T05:15:00,2025-01-01,5,2,3,Hôpital Nord,L2,nord,375.6,10.0,55.8,91.6,1.9,storm,7,1,,9.9
2025-01-01T05:15:00,2025-01-01,5,2,4,Zone Industrielle,L2,est,422.4,10.3,52.8,65.2,5.4,storm,4,1,,10.1
2025-01-01T05:15:00,2025-01-01,5,2,5,Parc Sud,L3,sud,423.0,6.9,49.4,75.5,-0.8,storm,1,1,,8.7
2025-01-01T05:15:00,2025-01-01,5,2,6,Stade Ouest,L3,ouest,435.8,13.7,54.6,73.2,2.2,storm,4,1,,11.5
2025-01-01T05:30:00,2025-01-01,5,2,1,Central Gare,L1,centre,451.4,10.2,45.5,67.7,9.4,cloudy,9,1,,8.6
2025-01-01T05:30:00,2025-01-01,5,2,2,Université,L1,centre,350,11.2,50.6,64.7,7.9,cloudy,7,1,,7.8
2025-01-01T05:30:00,2025-01-01,5,2,3,Hôpital Nord,L2,nord,366.5,6.6,51.7,66.1,6.0,cloudy,4,1,,8.0
2025-01-01T05:30:00,2025-01-01,5,2,4,Zone Industrielle,L2,est,457.3,15.5,53.1,45.1,6.9,cloudy,4,1,,11.8
2025-01-01T05:30:00,2025-01-01,5,2,5,Parc Sud,L3,sud,373.3,18.2,45.7,50.9,5.7,cloudy,5,1,,7.8
2025-01-01T05:30:00,2025-01-01,5,2,6,Stade Ouest,L3,ouest,487.2,13.1,44.4,49.8,4.5,cloudy,6,1,,9.5
2025-01-01T05:45:00,2025-01-01,5,2,1,Central Gare,L1,centre,372.2,14.1,47.8,69.3,10.2,sunny,12,1,,7.9
2025-01-01T05:45:00,2025-01-01,5,2,2,Université,L1,centre,405.4,10.1,44.8,51.0,10.6,sunny,11,1,,7.2
2025-01-01T05:45:00,2025-01-01,5,2,3,Hôpital Nord,L2,nord,469.3,18.0,53.6,42.9,10.0,sunny,8,1,,12.5
2025-01-01T05:45:00,2025-01-01,5,2,4,Zone Industrielle,L2,est,440.2,18.8,47.3,46.6,7.6,sunny,4,1,,10.0
2025-01-01T05:45:00,2025-01-01,5,2,5,Parc Sud,L3,sud,460.8,13.4,52.6,50.5,13.4,sunny,4,1,,11.4
2025-01-01T05:45:00,2025-01-01,5,2,6,Stade Ouest,L3,ouest,395.5,17.1,53.3,54.8,9.2,sunny,7,1,,10.5
2025-01-01T06:00:00,2025-01-01,6,2,1,Central Gare,L1,centre,444.4,15.9,48.9,39.6,7.5,sunny,7,1,,10.2
2025-01-01T06:00:00,2025-01-01,6,2,2,Université,L1,centre,482.4,2,46.3,45.8,10.5,sunny,7,1,,8.5
2025-01-01T06:00:00,2025-01-01,6,2,3,Hôpital Nord,L2,nord,400.6,6.0,48.6,41.5,14.3,sunny,5,1,,7.7
2025-01-01T06:00:00,2025-01-01,6,2,4,Zone Industrielle,L2,est,401.4,17.5,49.2,37.6,8.4,sunny,7,1,,9.5
2025-01-01T06:00:00,2025-01-01,6,2,5,Parc Sud,L3,sud,473.1,7.6,47.3,38.2,6.4,sunny,5,1,,9.3
2025-01-01T06:00:00,2025-01-01,6,2,6,Stade Ouest,L3,ouest,379.7,20.2,47.9,50.9,6.1,sunny,5,1,,8.9
2025-01-01T06:15:00,2025-01-01,6,2,1,Central Gare,L1,centre,413.2,11.3,55.3,44.6,10.0,sunny,7,1,,10.8
2025-01-01T06:15:00,2025-01-01,6,2,2,Université,L1,centre,408.9,2.1,49.5,24.3,10.0,sunny,10,1,,7.7
2025-01-01T06:15:00,2025-01-01,6,2,3,Hôpital Nord,L2,nord,388.1,16.9,45.8,49.1,7.7,sunny,6,1,,8.0
2025-01-01T06:15:00,2025-01-01,6,2,4,Zone Industrielle,L2,est,423.9,24.4,49.2,49.3,9.8,sunny,6,1,,11.0
2025-01-01T06:15:00,2025-01-01,6,2,5,Parc Sud,L3,sud,411.2,7.1,54.3,59.2,3.5,sunny,4,1,,9.9
2025-01-01T06:15:00,2025-01-01,6,2,6,Stade Ouest,L3,ouest,445.8,10.3,47.0,33.5,9.2,sunny,6,1,,8.9
2025-01-01T06:30:00,2025-01-01,6,2,1,Central Gare,L1,centre,444.0,15.8,48.2,70.2,3.6,rain,10,1,,10.0
2025-01-01T06:30:00,2025-01-01,6,2,2,Université,L1,centre,463.8,14.7,49.4,83.7,3.3,rain,10,1,,10.7
2025-01-01T06:30:00,2025-01-01,6,2,3,Hôpital Nord,L2,nord,416.2,9.1,50.5,76.4,4.6,rain,5,1,,9.1
2025-01-01T06:30:00,2025-01-01,6,2,4,Zone Industrielle,L2,est,447.6,10.8,43.3,58.6,3.3,rain,7,1,,7.9
2025-01-01T06:30:00,2025-01-01,6,2,5,Parc Sud,L3,sud,458.7,15.3,52.3,74.7,5.6,rain,3,1,,11.5
2025-01-01T06:30:00,2025-01-01,6,2,6,Stade Ouest,L3,ouest,432.4,2,52.8,77.5,6.7,rain,3,1,,9.3
2025-01-01T06:45:00,2025-01-01,6,2,1,Central Gare,L1,centre,406.1,8.7,53.2,48.8,5.8,rain,11,1,,9.7
2025-01-01T06:45:00,2025-01-01,6,2,2,Université,L1,centre,397.5,8.1,47.1,75.1,4.9,rain,9,1,,7.5
2025-01-01T06:45:00,2025-01-01,6,2,3,Hôpital Nord,L2,nord,398.4,15.2,53.2,71.4,3.8,rain,5,1,,10.3
2025-01-01T06:45:00,2025-01-01,6,2,4,Zone Industrielle,L2,est,460.4,14.2,48.8,71.5,5.4,rain,9,1,,10.3
2025-01-01T06:45:00,2025-01-01,6,2,5,Parc Sud,L3,sud,430.4,12.7,51.7,85.8,7.4,rain,6,1,,10.3
2025-01-01T06:45:00,2025-01-01,6,2,6,Stade Ouest,L3,ouest,419.7,19.1,50.9,69.0,5.2,rain,5,1,,10.7
2025-01-01T07:00:00,2025-01-01,7,2,1,Central Gare,L1,centre,501.3,7.7,52.4,57.5,10.1,sunny,40,1,,11.6
2025-01-01T07:00:00,2025-01-01,7,2,2,Université,L1,centre,460.4,2.4,52.1,41.2,9.5,sunny,28,1,,9.8
2025-01-01T07:00:00,2025-01-01,7,2,3,Hôpital Nord,L2,nord,438.0,2.7,54.9,51.5,9.9,sunny,36,1,,10.1
2025-01-01T07:00:00,2025-01-01,7,2,4,Zone Industrielle,L2,est,513.8,4.6,53.5,35.1,9.9,sunny,39,1,,11.8
2025-01-01T07:00:00,2025-01-01,7,2,5,Parc Sud,L3,sud,445.2,14.0,56.0,42.7,9.4,sunny,23,1,,12.2
2025-01-01T07:00:00,2025-01-01,7,2,6,Stade Ouest,L3,ouest,448.3,7.8,52.8,54.8,8.5,sunny,20,1,,10.4
2025-01-01T07:15:00,2025-01-01,7,2,1,Central Gare,L1,centre,421.4,15.8,51.0,37.0,5.3,sunny,38,1,,10.3
2025-01-01T07:15:00,2025-01-01,7,2,2,Université,L1,centre,512.8,14.3,53.6,40.3,9.4,sunny,37,1,,13.1
2025-01-01T07:15:00,2025-01-01,7,2,3,Hôpital Nord,L2,nord,464.9,16.7,51.0,41.8,10.3,sunny,19,1,,11.5
2025-01-01T07:15:00,2025-01-01,7,2,4,Zone Industrielle,L2,est,506.9,18.8,49.1,55.8,8.2,sunny,33,1,,12.2
2025-01-01T07:15:00,2025-01-01,7,2,5,Parc Sud,L3,sud,461.9,9.7,54.8,43.0,7.7,sunny,16,1,,11.6
2025-01-01T07:15:00,2025-01-01,7,2,6,Stade Ouest,L3,ouest,352.6,11.2,50.3,41.2,5.0,sunny,24,1,,7.8
2025-01-01T07:30:00,2025-01-01,7,2,1,Central Gare,L1,centre,507.9,18.4,51.3,55.6,8.8,cloudy,46,1,,12.8
2025-01-01T07:30:00,2025-01-01,7,2,2,Université,L1,centre,413.7,24.6,52.6,60.4,3.4,cloudy,44,1,,11.8
2025-01-01T07:30:00,2025-01-01,7,2,3,Hôpital Nord,L2,nord,466.6,15.6,49.6,73.2,4.1,cloudy,21,1,,10.9
2025-01-01T07:30:00,2025-01-01,7,2,4,Zone Industrielle,L2,est,508.0,25.0,53.1,52.4,8.8,cloudy,36,1,,14.3
2025-01-01T07:30:00,2025-01-01,7,2,5,Parc Sud,L3,sud,489.6,21.5,52.3,62.1,5.2,cloudy,17,1,,13.1
2025-01-01T07:30:00,2025-01-01,7,2,6,Stade Ouest,L3,ouest,489.9,12.5,46.9,50.8,8.0,cloudy,25,1,,10.2
2025-01-01T07:45:00,2025-01-01,7,2,1,Central Gare,L1,centre,533.9,13.8,51.5,61.1,6.3,cloudy,45,1,,12.9
2025-01-01T07:45:00,2025-01-01,7,2,2,Université,L1,centre,486.9,15.0,51.5,49.0,4.0,cloudy,37,1,,11.9
2025-01-01T07:45:00,2025-01-01,7,2,3,Hôpital Nord,L2,nord,412.9,13.1,51.0,51.0,6.7,cloudy,23,1,,9.7
2025-01-01T07:45:00,2025-01-01,7,2,4,Zone Industrielle,L2,est,459.1,14.7,53.6,61.8,7.7,cloudy,25,1,,11.9
2025-01-01T07:45:00,2025-01-01,7,2,5,Parc Sud,L3,sud,454.7,15.9,54.3,68.2,7.8,cloudy,21,1,,12.1
